"stnm","stlon","stlat","Rhyp","Rrup","Repi","siteClass","AVS30","AVS20","Ts","PGA1","PGA2","PGA3","PGA4","PGA5","PGA1.1","PGA2.1","PGA3.1","PGA4.1","PGA5.1","sigma","valid","event.num","mag","eq.type","depth","resids","model"
"IWTH01",141.3423,40.2383,430.287111,430.287111,427.488009,"rock",438,352,0.179832,1.55369,1.488078,1.946356,1.354501,0.466654,-1,0.246617,-1,-1,-1,0.21,0,20040408020.69,5.6,"intra-plate",49,0.780602685624104,"1990FT"
"IWTH06",141.1709,40.2611,432.490026,432.490026,429.705274,"medium-soil",431,356,0.493632,0.838689,0.815014,0.857347,0.564052,0.484685,-1,0.349724,-1,-1,-1,0.21,0,20040408020.69,5.6,"intra-plate",49,0.367439631921884,"1990FT"
"IWTH07",141.5709,40.2705,435.05273,435.05273,432.284487,"hard-soil",395,299,0.218519,0.436122,0.418358,0.474771,0.304887,0.213711,-1,0.41914,-1,-1,-1,0.21,0,20040408020.69,5.6,"intra-plate",49,-0.000811030912427457,"1990FT"
"AOMH17",141.3374,40.4492,453.528643,453.528643,450.873851,"hard-soil",378,323,0.317157,1.081728,0.854099,1.146429,0.654169,0.443232,-1,0.348188,-1,-1,-1,0.21,0,20040408020.69,5.6,"intra-plate",49,0.389694413930937,"1990FT"
"HKD084",144.123,43.1141,90.747388,90.747388,77.65705,"rock",431,364,0.177647,25.858241,24.463084,27.319181,18.944213,8.958685,-1,18.482555,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.121749199338181,"1990FT"
"HKD081",144.3901,43.6427,112.867629,112.867629,102.557306,"hard-soil",320,266,0.367778,13.537105,12.497767,16.497119,11.351122,7.920651,-1,22.734874,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.259860127912872,"1990FT"
"HKD065",145.0565,43.7938,116.949778,116.949778,106.97508,"rock",438,370,0.114286,18.129536,16.140775,18.334761,11.19237,7.795476,-1,11.95095,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.130521954140137,"1990FT"
"HKD095",143.2137,42.9311,153.176212,153.176212,145.859211,"hard-soil",333,277,0.263492,7.592097,7.363329,8.169706,5.435465,3.159676,-1,12.489596,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.229474184942469,"1990FT"
"HKD096",143.1356,42.6975,159.817633,159.817633,152.841432,"hard-soil",382,320,0.31713,9.129821,8.32374,9.487662,6.617684,3.130899,-1,11.393482,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.13633796440158,"1990FT"
"HKD038",142.5662,43.1666,206.773607,206.773607,201.419201,"rock",510,434,0.092308,7.080974,6.570166,7.513049,4.891334,3.306697,-1,3.466003,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.277747408181075,"1990FT"
"HKD105",142.0543,42.4825,248.515738,248.515738,244.127554,"rock",375,314,0.165079,2.598106,2.584159,2.832482,1.965917,0.97307,-1,2.096386,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.0908479809770389,"1990FT"
"HKD185",141.4021,42.7755,297.516295,297.516295,293.862186,"hard-soil",311,258,0.382668,3.870864,3.17685,3.924017,2.273247,1.998605,-1,2.141701,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.171237869951554,"1990FT"
"HKD134",141.0791,42.6711,324.315247,324.315247,320.97685,"hard-soil",372,312,0.325146,3.087417,2.967893,3.171674,1.595907,0.72728,-1,1.597241,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.269077789797066,"1990FT"
"KSRH06",144.4285,43.22,78.698914,78.698914,63.106279,"soft-soil",326,279,1.541054,112.539653,100.497726,116.724054,73.466243,47.79832,-1,53.434588,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.274333769750589,"1990FT"
"KSRH05",144.2338,43.2556,90.889544,90.889544,77.791177,"soft-soil",388,318,1.106939,34.807004,31.508135,34.819522,20.594008,13.974612,-1,42.710112,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.132108012708908,"1990FT"
"NMRH02",144.9618,43.6772,105.135443,105.135443,93.936172,"soft-soil",315,266,0.80154,80.77652,72.272297,87.376616,55.805429,26.744891,-1,33.481711,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.334164214502826,"1990FT"
"NMRH01",145.0246,43.785,115.970129,115.970129,105.90621,"soft-soil",437,381,0.70237,23.51775,22.027778,23.875072,14.822009,11.529715,-1,28.116249,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.105986689880551,"1990FT"
"TKCH02",143.8983,43.3822,117.892997,117.892997,108.122846,"hard-soil",440,359,0.249879,7.831807,7.246509,8.960043,5.880558,4.21521,-1,20.999879,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.462087956436824,"1990FT"
"TKCH05",143.6181,43.1211,125.800734,125.800734,116.738068,"hard-soil",337,271,0.283056,21.468313,19.315895,24.029218,15.402511,5.177333,-1,18.591024,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.0166115244167806,"1990FT"
"ABSH14",144.1835,43.7228,127.838946,127.838946,118.8377,"medium-soil",351,302,0.557359,5.623609,5.054756,5.825144,3.601672,2.646998,-1,14.657023,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.46234557290946,"1990FT"
"ABSH09",144.8071,43.9269,131.377765,131.377765,122.582717,"soft-soil",394,321,0.866683,20.156824,16.932364,21.192064,14.66087,6.7355,-1,22.2081,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.117793808288791,"1990FT"
"TKCH01",143.683,43.4683,136.293783,136.293783,127.93918,"rock",444,376,0.166845,4.947731,4.857848,5.922062,4.045267,2.449547,-1,8.914631,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.263659449501832,"1990FT"
"TKCH03",143.4317,43.2708,144.140571,144.140571,136.297953,"soft-soil",372,308,0.811363,9.5891,8.910474,9.924515,5.551542,4.944876,-1,18.433944,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.315717456520077,"1990FT"
"ABSH08",144.9935,44.064,144.826593,144.826593,136.87702,"rock",517,436,0.153846,10.687453,9.590133,10.688995,6.694623,4.191666,-1,7.879441,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.0853292222480431,"1990FT"
"ABSH15",143.51,43.6352,157.170308,157.170308,149.976692,"hard-soil",464,498,0.355693,2.893421,2.62521,3.650239,2.557013,2.882886,-1,11.81613,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.653311210488165,"1990FT"
"TKCH08",143.152,42.4865,162.655389,162.655389,155.822592,"soft-soil",353,312,0.674489,10.770602,10.318374,11.432921,7.864505,4.484706,-1,14.23796,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.139836503230125,"1990FT"
"ABSH13",143.4514,43.7419,167.640095,167.640095,160.909256,"medium-soil",463,418,0.421554,4.145238,3.967764,4.301733,2.794149,2.226143,-1,8.330161,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.322107562553201,"1990FT"
"TKCH11",142.883,42.8742,178.811801,178.811801,172.60163,"hard-soil",458,424,0.366794,11.692273,9.927064,11.721316,7.362814,6.08618,-1,8.832153,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.0507542380308513,"1990FT"
"TKCH04",142.9176,43.1739,179.707888,179.707888,173.506802,"hard-soil",445,380,0.210526,6.379976,6.281435,7.578031,5.358052,3.081318,-1,8.729014,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.142906319962036,"1990FT"
"HDKH07",142.9164,42.133,193.316769,193.316769,187.635883,"rock",459,400,0.18756,6.861671,5.428013,7.014177,4.111672,2.47123,-1,4.105788,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.121244358049029,"1990FT"
"KKWH08",142.6562,43.0406,197.817241,197.817241,192.218765,"medium-soil",310,267,0.42087,8.62384,7.992975,10.320597,7.01874,4.301764,-1,5.62291,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.152747322338402,"1990FT"
"KKWH14",142.5245,43.3841,215.300893,215.300893,210.152071,"rock",537,436,0.137143,3.78065,2.935512,3.828443,1.98675,1.182503,-1,3.119539,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.026406559425625,"1990FT"
"HDKH02",142.4054,42.7061,217.373153,217.373153,212.31846,"hard-soil",443,382,0.250454,3.179298,3.017405,3.18374,2.075072,0.970427,-1,5.423799,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.254669981029289,"1990FT"
"KKWH15",142.7656,43.8546,218.533526,218.533526,213.42776,"rock",528,440,0.12,0.977792,0.944915,1.035216,0.630135,0.314912,-1,2.998585,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.501523620937704,"1990FT"
"HDKH03",142.3521,42.5934,222.949036,222.949036,218.031745,"hard-soil",341,288,0.351852,5.431612,5.064558,5.43695,3.518065,1.23712,-1,5.067927,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.000288801446723164,"1990FT"
"HDKH06",142.3572,42.3498,227.745338,227.745338,222.947507,"hard-soil",412,354,0.212422,8.618908,8.431283,9.888678,6.82409,3.350536,-1,4.782744,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.24621653129322,"1990FT"
"ABSH03",143.2407,44.3843,228.035867,228.035867,223.104328,"rock",499,398,0.131613,0.867611,0.714631,0.867618,0.476552,0.583838,-1,2.672556,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.572844962514079,"1990FT"
"KKWH07",142.3409,43.3697,228.909156,228.909156,224.079261,"hard-soil",402,335,0.28549,1.572749,1.420449,1.582146,0.925054,0.601284,-1,4.716292,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.521175040380448,"1990FT"
"KKWH13",142.3906,43.5113,229.554725,229.554725,224.729349,"hard-soil",355,301,0.307551,1.336056,1.220075,1.398523,0.985979,0.460698,-1,4.679878,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.58384800328928,"1990FT"
"HDKH01",142.2296,42.7031,231.437832,231.437832,226.702094,"hard-soil",368,298,0.241778,2.044046,2.031874,2.873555,2.031837,0.586364,-1,4.575445,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.35253656610001,"1990FT"
"IBUH02",142.1285,42.8714,238.838776,238.838776,234.24638,"rock",541,448,0.104396,1.106747,1.040796,1.203615,0.810568,0.549881,-1,2.349268,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.353566948616717,"1990FT"
"ABSH02",143.0264,44.4234,242.270611,242.270611,237.638295,"rock",501,388,0.133333,0.881786,0.802131,0.884746,0.587218,0.332455,-1,2.255896,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.449073773315544,"1990FT"
"KKWH05",142.6303,44.2921,254.934458,254.934458,250.552933,"rock",595,557,0.07967,0.535864,0.52745,0.604894,0.403191,0.457733,-1,1.945369,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.566820694325462,"1990FT"
"SRCH06",142.0776,43.6948,259.691901,259.691901,255.435118,"hard-soil",320,255,0.289076,0.394064,0.380789,0.40191,0.275215,0.208939,-1,3.283476,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.935649451974838,"1990FT"
"SRCH07",141.8978,43.23,260.386549,260.386549,256.168704,"hard-soil",315,253,0.289524,0.928205,0.90347,1.019867,0.653998,0.394391,-1,3.257282,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.556941623091274,"1990FT"
"IBUH01",141.8191,42.8739,263.672413,263.672413,259.527289,"medium-soil",306,248,0.529085,3.972158,3.74683,4.120624,2.912677,1.137162,-1,2.550209,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.167088214775578,"1990FT"
"SRCH08",141.909,43.5138,266.154147,266.154147,262.015165,"soft-soil",346,289,0.764318,0.976643,0.922204,0.981044,0.562235,0.663937,-1,3.96018,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.632887924523539,"1990FT"
"KKWH04",142.4056,44.4376,278.663446,278.663446,274.659153,"soft-soil",381,336,0.684066,0.470349,0.455484,0.556299,0.382834,0.372387,-1,3.435206,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.877479659729234,"1990FT"
"IKRH01",141.5836,43.4087,288.620459,288.620459,284.819996,"hard-soil",404,385,0.332063,0.808992,0.793002,0.940304,0.654671,0.497771,-1,2.364543,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.474472933576212,"1990FT"
"SOYH10",142.6039,44.7433,290.377039,290.377039,286.518718,"rock",588,539,0.070588,0.407061,0.395296,0.467841,0.330802,0.303814,-1,1.300159,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.517074046875034,"1990FT"
"IBUH05",141.3497,42.5629,303.651392,303.651392,300.082118,"soft-soil",379,297,1.199461,2.075117,1.90988,2.081209,1.364672,1.308261,-1,2.599893,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.133949393841378,"1990FT"
"IBUH06",141.0017,42.4116,334.034249,334.034249,330.805428,"hard-soil",304,289,0.394118,3.852012,3.847089,4.598495,3.118954,2.052683,-1,1.43842,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.427246520629979,"1990FT"
"IBUH04",140.665,42.6415,358.098078,358.098078,355.0858,"hard-soil",352,282,0.327003,0.903292,0.868158,1.034255,0.67707,0.26718,-1,1.113573,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.108119920783364,"1990FT"
"AOMH06",141.3738,40.9664,367.773779,367.773779,364.887602,"medium-soil",434,398,0.502642,3.298782,3.04866,3.548168,2.150652,1.249881,-1,0.817886,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.571416218325676,"1990FT"
"AOMH01",140.9127,41.5273,369.839174,369.839174,366.957848,"medium-soil",301,253,0.511648,2.260153,2.172999,2.339031,1.599806,0.726267,-1,0.800393,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.433756244691139,"1990FT"
"OSMH02",140.6331,41.8374,378.76776,378.76776,375.949045,"soft-soil",325,298,1.943871,1.130953,0.997569,1.15845,0.817378,0.347564,-1,1.165078,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.0674120568731796,"1990FT"
"IWTH07",141.5709,40.2705,405.636089,405.636089,403.039884,"hard-soil",395,299,0.218519,1.386235,1.207331,1.393608,0.895626,0.517437,-1,0.679765,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.249467552222827,"1990FT"
"AOMH17",141.3374,40.4492,406.070212,406.070212,403.474967,"hard-soil",378,323,0.317157,3.620584,3.085094,3.663382,1.941562,1.386071,-1,0.676752,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.658838853215968,"1990FT"
"HYMH01",139.9678,42.4851,416.410749,416.410749,413.838447,"hard-soil",394,350,0.318954,0.410927,0.389774,0.424756,0.29099,0.177558,-1,0.608995,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,-0.19380086098738,"1990FT"
"AOMH11",140.995,40.58,418.780142,418.780142,416.265496,"medium-soil",539,419,0.402266,2.307612,2.295854,2.679594,1.80545,0.822474,-1,0.483379,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.676656487643447,"1990FT"
"IWTH01",141.3423,40.2383,421.754307,421.754307,419.262477,"rock",438,352,0.179832,5.508329,4.685141,5.515707,3.148132,1.287174,-1,0.32345,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,1.16091551009958,"1990FT"
"IWTH12",141.4245,40.1533,423.538716,423.538716,421.05873,"soft-soil",367,312,0.634909,3.01678,2.905814,3.496036,2.47055,1.289736,-1,0.735889,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.596455500653136,"1990FT"
"IWTH06",141.1709,40.2611,430.467694,430.467694,428.028535,"medium-soil",431,356,0.493632,2.887372,2.521525,2.910068,1.676801,1.411506,-1,0.429412,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.76878910167607,"1990FT"
"IWTH11",141.1915,40.0811,443.046168,443.046168,440.681529,"medium-soil",343,331,0.56592,1.36381,1.348567,1.47803,0.98597,0.647352,-1,0.378341,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.551989120701116,"1990FT"
"IWTH02",141.3826,39.825,452.698201,452.698201,450.38868,"hard-soil",389,304,0.257778,7.200338,5.634566,7.22077,4.269582,1.529865,-1,0.422453,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,1.12508207177696,"1990FT"
"IWTH21",141.9336,39.4734,455.1202,455.1202,452.824786,"rock",521,398,0.168333,2.056532,2.029464,2.164467,1.40316,0.742774,-1,0.23123,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.943337172730565,"1990FT"
"IWTH15",141.0929,39.6148,486.443011,486.443011,484.303902,"soft-soil",337,300,0.96,1.062318,0.996726,1.070719,0.71764,0.503889,-1,0.392748,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.404461805006046,"1990FT"
"IWTH16",140.9465,39.6436,492.416285,492.416285,490.304453,"rock",534,502,0.173626,0.978587,0.857358,1.047696,0.615907,0.581974,-1,0.159863,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.729414245895836,"1990FT"
"IWTH04",141.3909,39.1809,508.173877,508.173877,506.13362,"rock",455,372,0.190909,2.202934,1.996977,2.4113,1.70131,0.782193,-1,0.137014,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,1.16360811760557,"1990FT"
"IWTH24",141.0118,39.1979,526.311702,526.311702,524.346414,"soft-soil",486,447,0.722678,0.526953,0.478512,0.551833,0.357374,0.243607,-1,0.266086,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.254870808438112,"1990FT"
"IWTH05",141.3512,38.8654,538.81808,538.81808,536.902243,"hard-soil",429,372,0.260769,1.395987,1.370346,1.407546,0.930027,0.568695,-1,0.181493,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.877970357040479,"1990FT"
"IWTH26",141.0013,38.969,546.919988,546.919988,545.034491,"hard-soil",371,320,0.367843,1.354195,1.255548,1.385857,0.897065,0.781864,-1,0.167862,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.873880927351977,"1990FT"
"MYGH06",141.071,38.5907,577.574384,577.574384,575.796835,"rock",593,554,0.04,0.287325,0.277667,0.297998,0.202769,0.264637,-1,0.070183,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.597292339683751,"1990FT"
"MYGH05",140.7804,38.5793,593.005003,593.005003,591.277368,"soft-soil",305,283,0.885214,0.656171,0.628417,0.762943,0.538538,0.317554,-1,0.140402,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,0.650874630824128,"1990FT"
"MYGH07",140.6405,38.1802,636.208596,636.208596,634.608082,"soft-soil",365,334,1.163761,1.623301,1.518299,1.697426,1.178355,0.5533,-1,0.093419,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,1.21092209189989,"1990FT"
"MYGH10",140.8924,37.9411,646.544619,646.544619,644.971865,"soft-soil",347,329,0.928685,1.264131,1.157045,1.288067,0.832861,0.478879,-1,0.084802,-1,-1,-1,0.21,0,200412030612.69,5.9,"inter-plate",47.3,1.13494415500816,"1990FT"
"CHB018",140.3222,35.1577,77.741309,77.741309,35.601657,"hard-soil",343,286,0.247977,28.179045,27.085436,37.976056,26.784119,15.80287,-1,27.317101,-1,-1,-1,0.21,0,200417151018.17,5.5,"intra-plate",68.7,-0.00369877747797576,"1990FT"
"TKY008",139.3909,34.7852,112.135073,112.135073,88.497383,"hard-soil",445,377,0.282535,60.30068,51.824613,74.264853,51.126772,26.919714,-1,14.809751,-1,-1,-1,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.543988311004214,"1990FT"
"KNG005",139.5462,35.3192,114.349296,114.349296,91.128222,"rock",440,372,0.169749,10.574517,10.515242,11.664775,8.028755,6.683936,-1,8.01206,-1,-1,-1,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.118075079142796,"1990FT"
"KNG012",139.2048,35.3794,139.251975,139.251975,120.922578,"rock",475,403,0.115622,18.375324,14.829554,19.162886,10.242802,4.758615,-1,5.465098,-1,-1,-1,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.433530135670891,"1990FT"
"KNG008",139.3265,35.5751,142.322211,142.322211,124.399051,"hard-soil",330,275,0.35939,11.092427,10.429752,11.967226,7.058356,5.221755,-1,9.318107,-1,-1,-1,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.0489462886859747,"1990FT"
"SZO010",138.9349,35.3091,155.858077,155.858077,139.752369,"rock",423,357,0.13986,4.961907,4.909318,5.443439,3.554678,2.758788,-1,4.307495,-1,-1,-1,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.0567963823356544,"1990FT"
"YMN003",138.813,35.4648,171.374782,171.374782,156.851972,"rock",432,365,0.154083,5.917619,5.419949,5.994199,3.394945,3.010958,-1,3.481664,-1,-1,-1,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.192208343021229,"1990FT"
"IBR006",140.4528,36.369,183.765508,183.765508,170.093312,"hard-soil",393,331,0.214417,3.474797,3.286799,3.54091,2.294662,2.065377,-1,5.267659,-1,-1,-1,0.21,0,200417151018.17,5.5,"intra-plate",68.7,-0.204844507134835,"1990FT"
"TKY012",139.789,33.1161,209.502408,209.502408,198.051944,"rock",597,511,0.132446,10.567897,9.283573,10.674721,6.573857,2.726341,-1,2.126835,-1,-1,-1,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.639981358157235,"1990FT"
"TCG006",140.1297,36.7639,225.684421,225.684421,214.665467,"rock",487,413,0.134737,2.664608,2.343403,2.689776,1.481237,1.209077,-1,1.743075,-1,-1,-1,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.128530907487722,"1990FT"
"TCG010",139.4376,36.6347,226.884507,226.884507,215.967402,"rock",540,461,0.149865,3.215377,3.088961,3.322035,1.941813,1.868815,-1,1.71789,-1,-1,-1,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.25481707348151,"1990FT"
"NGN014",138.4844,36.0956,230.47006,230.47006,219.826304,"hard-soil",314,261,0.294689,5.182228,4.539608,5.336942,3.285021,2.069511,-1,2.933665,-1,-1,-1,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.189607833141688,"1990FT"
"GNM003",139.0784,36.6578,242.797017,242.797017,232.637715,"hard-soil",395,333,0.310319,2.982408,2.85346,3.844213,2.689597,1.092159,-1,2.531976,-1,-1,-1,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.051912204167073,"1990FT"
"TCG004",139.4204,36.8061,244.285485,244.285485,234.163488,"hard-soil",452,383,0.280026,2.766053,2.313421,2.802238,1.543219,1.493076,-1,2.487778,-1,-1,-1,0.21,0,200417151018.17,5.5,"intra-plate",68.7,-0.0315569493761415,"1990FT"
"NGN010",138.4357,36.3281,249.849168,249.849168,240.043719,"hard-soil",361,302,0.224946,1.983251,1.672468,2.024827,1.317966,0.820253,-1,2.330017,-1,-1,-1,0.21,0,200417151018.17,5.5,"intra-plate",68.7,-0.14400127269753,"1990FT"
"NGN020",137.9532,35.8282,254.081564,254.081564,244.51214,"rock",591,506,0.094737,1.289372,1.139556,1.386726,0.837133,0.621393,-1,1.243426,-1,-1,-1,0.21,0,200417151018.17,5.5,"intra-plate",68.7,-0.0378842720945364,"1990FT"
"FKS016",140.1914,37.1228,263.368093,263.368093,253.95249,"hard-soil",302,250,0.391762,2.561803,2.534049,3.138835,2.210904,1.168245,-1,1.99095,-1,-1,-1,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.104754654976394,"1990FT"
"NGN018",137.5295,35.8132,287.246439,287.246439,278.83071,"hard-soil",467,396,0.272044,1.187537,1.172084,1.492585,1.044592,0.526283,-1,1.517156,-1,-1,-1,0.21,0,200417151018.17,5.5,"intra-plate",68.7,-0.112071501489732,"1990FT"
"CHBH17",140.3398,35.1714,78.405813,78.405813,37.017166,"rock",526,489,0.066667,32.683056,27.726705,32.926255,20.12744,15.382663,-1,15.119013,-1,-1,-1,0.21,0,200417151018.17,5.5,"intra-plate",68.7,0.263374821278853,"1990FT"
