"stnm","stlon","stlat","Rhyp","Rrup","Repi","siteClass","AVS30","AVS20","Ts","sigma","valid","event.num","mag","eq.type","depth","resids","model","pred.type","pred","obs"
"IBR008",139.9828,36.3062,217.116589,214.087,215.751135,"rock",557,476,0.088,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.102084958583863,"1995MY","PGA1",3.483272,2.656966
"NGN005",137.8544,36.6981,221.302123,207.645,220.020549,"rock",534,455,0.133296,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.288293331739016,"1995MY","PGA1",3.668873,5.958394
"TCG010",139.4376,36.6347,223.330918,217.378,222.006105,"rock",540,461,0.149865,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.141115971248139,"1995MY","PGA1",3.393307,2.382462
"GNM002",138.9695,36.7819,226.79774,217.989,225.502434,"rock",465,394,0.122909,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.33391528399333,"1995MY","PGA1",3.376947,1.52253
"NGN001",138.366,36.8514,230.738007,219.026,229.482747,"hard-soil",326,271,0.365116,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.0159323977831302,"1995MY","PGA1",4.07352,3.872161
"ISK013",136.6247,36.1805,231.077347,215.602,229.921516,"rock",474,402,0.154006,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.0493060296421159,"1995MY","PGA1",3.441465,2.793548
"SIG002",136.0243,35.4215,237.440138,220.806,236.376131,"hard-soil",371,311,0.203226,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.336199942862211,"1995MY","PGA1",4.016904,7.897026
"CHB005",140.83,35.7358,238.083589,234.098,236.838023,"hard-soil",505,430,0.254278,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.254621695424924,"1995MY","PGA1",3.625469,1.877116
"TCG004",139.4204,36.8061,240.350411,233.78,239.111751,"hard-soil",452,383,0.280026,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.107882165674368,"1995MY","PGA1",3.63423,3.837334
"SIG006",135.921,35.2001,240.828723,224.366,239.794828,"hard-soil",325,271,0.25986,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.0683451137975285,"1995MY","PGA1",3.90678,2.714319
"MIE015",136.0822,33.8783,245.077416,233.185,244.124137,"hard-soil",534,455,0.247562,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.161643468781794,"1995MY","PGA1",3.650699,2.287264
"IBR006",140.4528,36.369,250.610308,247.191,249.409414,"hard-soil",393,331,0.214417,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.032976593650882,"1995MY","PGA1",3.287572,2.976676
"TCG006",140.1297,36.7639,265.519756,262.327,264.378717,"rock",487,413,0.134737,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.0444322958757463,"1995MY","PGA1",2.42253,2.100706
"FKI001",136.1571,36.2161,266.158505,250.428,265.168099,"hard-soil",418,353,0.296557,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.0096284193764149,"1995MY","PGA1",3.210434,2.946918
"NIG019",138.8121,37.3043,281.909756,271.789,280.850493,"hard-soil",395,332,0.312805,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.173972434607724,"1995MY","PGA1",2.755846,1.776294
"WKY002",135.4305,34.2755,288.13967,274.021,287.330431,"hard-soil",355,297,0.337416,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.230417325763475,"1995MY","PGA1",2.713244,1.590394
"FKS016",140.1914,37.1228,301.905118,297.733,300.885903,"hard-soil",302,250,0.391762,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.00520418582033977,"1995MY","PGA1",2.308344,2.202798
"KYT006",135.1827,35.2759,308.24168,292.053,307.450752,"rock",453,384,0.141538,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.0170971343061005,"1995MY","PGA1",1.971719,1.861206
"ISK003",136.9083,37.3919,323.560211,308.615,322.681847,"rock",561,479,0.139653,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.0396964795025583,"1995MY","PGA1",1.766202,1.719636
"SZOH43",138.4924,34.9739,31.119557,28.0379,20.854052,"hard-soil",323,273,0.37098,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.615098080710838,"1995MY","PGA1",59.943617,235.503161
"SZOH39",138.7724,34.7988,34.088009,31.9862,25.06131,"hard-soil",376,285,0.222222,0.276,1,20091105075.74,6.2,"intra-plate",23.3,1.00062947295362,"1995MY","PGA1",51.860921,407.085644
"SZOH33",138.3526,35.0146,36.802286,27.1452,28.67411,"rock",519,405,0.145641,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.926976491978712,"1995MY","PGA1",51.060007,430.292385
"SZOH34",138.4243,35.1304,45.195432,37.6547,38.812046,"rock",430,370,0.136092,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.918453764723417,"1995MY","PGA1",35.54848,285.051624
"SZOH31",138.0767,34.9398,48.041769,31.5486,42.216694,"hard-soil",397,319,0.280009,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.450416545723854,"1995MY","PGA1",52.656613,144.208648
"SZOH40",138.97,34.7832,48.942343,46.8959,43.110177,"rock",492,407,0.14,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.562589655518316,"1995MY","PGA1",27.682036,97.629814
"SZOH37",138.5659,35.2028,52.11367,46.8251,46.641601,"hard-soil",365,281,0.24,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.871655855312628,"1995MY","PGA1",33.725325,214.133979
"SZOH38",138.9779,35.0854,59.681578,57.6051,54.931621,"rock",588,526,0.094713,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.902741406317232,"1995MY","PGA1",21.749572,151.130514
"SZOH29",138.1973,35.307,68.083753,55.6792,64.020044,"rock",519,385,0.14632,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.797255381197923,"1995MY","PGA1",22.646024,98.333237
"SZOH32",137.8409,35.0086,68.931794,51.8222,65.023417,"rock",579,484,0.076667,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.351359626233386,"1995MY","PGA1",24.64468,52.788579
"SZOH30",137.9181,35.2233,75.468714,59.9379,71.87064,"rock",505,387,0.168889,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.469373526104479,"1995MY","PGA1",20.742013,59.836319
"AICH17",137.7268,35.184,86.293471,69.6282,83.189906,"hard-soil",314,235,0.339649,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.721546385496366,"1995MY","PGA1",21.028739,110.42001
"AICH10",137.6243,35.0002,86.469271,69.323,83.409718,"rock",504,382,0.180952,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.0137976833863485,"1995MY","PGA1",17.384433,14.265863
"YMNH15",138.6045,35.5323,86.584642,78.5931,83.353203,"rock",578,468,0.12,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.805960100033318,"1995MY","PGA1",14.869779,82.389079
"YMNH12",138.449,35.5623,89.36259,79.2304,86.245999,"rock",447,363,0.166667,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.203079611811234,"1995MY","PGA1",14.719036,21.880351
"SZOH25",137.5604,34.6913,89.496046,74.3232,86.593916,"soft-soil",332,298,1.302507,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.182602333261506,"1995MY","PGA1",23.319176,33.565802
"YMNH14",138.9675,35.5115,94.104592,91.0897,91.109786,"hard-soil",309,236,0.313023,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.780620391627397,"1995MY","PGA1",14.970095,70.731147
"AICH22",137.4393,34.7853,99.590546,83.5256,96.989245,"medium-soil",404,388,0.566581,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.297417510074709,"1995MY","PGA1",17.73236,31.203493
"AICH16",137.535,35.1543,99.706522,82.6732,97.053021,"medium-soil",363,347,0.433704,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.472725306349347,"1995MY","PGA1",17.965894,42.970498
"NGNH14",137.6261,35.3095,101.206368,84.9177,98.566105,"rock",476,371,0.180952,0.276,1,20091105075.74,6.2,"intra-plate",23.3,1.04096393463455,"1995MY","PGA1",13.476692,147.343332
"NGNH13",137.8767,35.5143,101.393284,86.9509,98.711422,"rock",513,440,0.061538,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.768011765429146,"1995MY","PGA1",13.073131,68.935303
"AICH19",137.4114,34.9512,103.632956,86.7333,101.117595,"rock",586,445,0.13982,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.424708208301338,"1995MY","PGA1",13.115389,31.606941
"NGNH03",137.7346,35.4786,106.259889,91.3226,103.719501,"hard-soil",400,296,0.259608,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.879310578253809,"1995MY","PGA1",14.92039,98.859566
"NGNH24",137.8797,35.6152,110.375205,95.9355,107.904988,"soft-soil",464,427,0.644202,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.3753854691685,"1995MY","PGA1",16.816536,33.596527
"AICH07",137.4039,35.2194,113.253994,96.2958,110.92749,"hard-soil",428,314,0.238478,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.220917012751918,"1995MY","PGA1",13.918412,22.678291
"KNGH18",139.1283,35.6437,113.570572,110.777,111.075057,"hard-soil",388,349,0.324943,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.547158290384631,"1995MY","PGA1",11.531731,37.566301
"AICH18",137.2377,34.9635,119.155433,102.346,116.985267,"rock",499,387,0.16,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.567935230184199,"1995MY","PGA1",10.553922,37.015324
"GIFH28",137.4706,35.4571,121.897886,105.904,119.710222,"hard-soil",366,338,0.327273,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.615023375573009,"1995MY","PGA1",12.258826,47.846296
"TKYH12",139.265,35.6701,122.665255,120.152,120.346279,"hard-soil",325,268,0.382456,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.535340808725439,"1995MY","PGA1",10.306545,35.129449
"NGNH23",137.6105,35.6056,123.89442,108.867,121.718075,"rock",524,461,0.106667,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.912704522723156,"1995MY","PGA1",9.709531,77.835263
"NGNH11",138.3052,35.9157,128.737132,116.822,126.568631,"medium-soil",372,315,0.419017,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.398731101728755,"1995MY","PGA1",11.353106,28.168361
"NGNH21",137.9236,35.8315,129.37578,115.233,127.251011,"rock",507,471,0.089697,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.311500038503737,"1995MY","PGA1",8.981536,17.179072
"NGNH20",137.7173,35.787,133.905668,119.078,131.870929,"rock",529,467,0.087625,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.682608175670398,"1995MY","PGA1",8.58142,34.271401
"NGNH19",138.5845,35.9735,134.082577,124.3,131.979061,"rock",473,425,0.102614,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.469820290484857,"1995MY","PGA1",8.079786,22.71815
"SITH11",139.2726,35.8637,140.755304,137.546,138.721503,"hard-soil",371,279,0.264727,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.680938935797223,"1995MY","PGA1",8.498628,39.511146
"CHBH16",139.9649,35.1384,141.472329,137.703,139.470621,"hard-soil",361,330,0.30303,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.0649506375096401,"1995MY","PGA1",8.48452,8.690901
"AICH21",136.9385,34.7401,144.698982,128.962,142.953895,"medium-soil",355,303,0.411761,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.358005034978492,"1995MY","PGA1",9.878613,20.364471
"AICH11",137.057,35.3059,145.441711,128.54,143.649816,"hard-soil",382,296,0.242857,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.0875461638070895,"1995MY","PGA1",9.369731,10.313085
"SITH08",138.9691,36.0274,146.151869,139.448,144.197817,"rock",520,399,0.141176,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.55320916943127,"1995MY","PGA1",6.849291,21.361371
"NGNH10",137.7669,35.9632,148.423548,133.85,146.572802,"rock",511,448,0.122105,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.585672695527621,"1995MY","PGA1",7.269434,26.629383
"AICH05",136.8763,34.8886,150.545595,134.197,148.860054,"soft-soil",301,258,1.248768,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.240715402509595,"1995MY","PGA1",10.589526,18.410236
"SITH10",139.2191,35.9964,151.276313,146.772,149.377938,"rock",542,404,0.154286,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.14260384074589,"1995MY","PGA1",6.35138,4.429565
"NGNH18",137.595,35.9324,153.198136,138.192,151.417567,"soft-soil",379,334,0.69103,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.702762934257799,"1995MY","PGA1",10.148074,48.320547
"GNMH12",138.9129,36.144,157.104057,149.49,155.281673,"hard-soil",406,311,0.209524,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.734897721451031,"1995MY","PGA1",7.515974,35.552102
"NGNH31",137.9389,36.1184,158.085446,144.258,156.327823,"rock",526,447,0.100741,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.623157787747399,"1995MY","PGA1",6.516158,26.891083
"NGNH30",137.6849,36.064,161.608644,146.898,159.906952,"rock",456,373,0.156303,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.460049372330869,"1995MY","PGA1",6.343282,16.81226
"GIFH26",136.8764,35.4121,165.013309,148.227,163.437058,"hard-soil",425,358,0.211667,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.68768907590569,"1995MY","PGA1",7.611825,31.662021
"SITH06",139.2894,36.1131,165.538411,160.892,163.793119,"hard-soil",369,294,0.218182,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.49616858266218,"1995MY","PGA1",6.724253,18.601848
"NGNH32",137.9898,36.2578,171.334658,157.83,169.701694,"medium-soil",309,280,0.449138,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.364760441094672,"1995MY","PGA1",7.334968,15.683981
"GNMH11",138.921,36.2862,172.459353,164.456,170.790279,"hard-soil",421,375,0.327619,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.0461598312584829,"1995MY","PGA1",6.501247,6.428233
"NGNH37",138.4967,36.3308,173.043194,162.174,171.397013,"soft-soil",338,278,0.863115,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.595449861467815,"1995MY","PGA1",7.986403,28.861525
"CHBH17",140.3398,35.1714,175.070725,171.127,173.436486,"rock",526,489,0.066667,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.475490023757162,"1995MY","PGA1",5.024832,1.492392
"GIFH18",137.1495,35.8991,175.595344,160.217,174.067294,"rock",553,484,0.092308,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.68944751714622,"1995MY","PGA1",5.564702,25.5943
"GIFH06",136.7939,35.5038,176.074277,159.403,174.595203,"hard-soil",300,231,0.376471,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.083042252317741,"1995MY","PGA1",6.820657,6.983063
"GIFH08",136.9621,35.8323,183.136751,167.457,181.6851,"hard-soil",384,327,0.325379,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.280237141619098,"1995MY","PGA1",6.321521,11.133784
"MIEH04",136.5866,34.3532,183.266631,169.54,181.934396,"rock",490,421,0.157085,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.416742992827611,"1995MY","PGA1",5.098627,1.75523
"GIFH23",136.7847,35.7235,188.889096,172.663,187.496903,"rock",588,468,0.070588,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.431570729510564,"1995MY","PGA1",4.954833,10.897782
"NGNH35",137.8201,36.3824,188.984653,174.963,187.504628,"rock",511,427,0.115556,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.625159810625463,"1995MY","PGA1",4.85255,14.368538
"MIEH01",136.4563,34.9849,189.355027,172.957,188.02959,"hard-soil",342,280,0.232804,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.10089027477679,"1995MY","PGA1",6.009894,6.652779
"NGNH26",138.1474,36.4663,190.620297,177.914,189.133471,"soft-soil",300,283,0.821342,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.314083013878436,"1995MY","PGA1",6.909661,12.743424
"GIFH15",137.2208,36.1338,190.691824,175.308,189.267194,"soft-soil",369,355,0.687963,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.512876423636249,"1995MY","PGA1",7.073229,21.173354
"GNMH08",138.5244,36.4917,190.769017,179.942,189.265398,"soft-soil",338,314,1.158133,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.388086382975805,"1995MY","PGA1",6.786002,14.313638
"MIEH10",136.4245,34.8224,191.167577,175.22,189.866872,"rock",421,357,0.199608,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.286785075708606,"1995MY","PGA1",4.841306,7.490098
"GIFH25",136.6127,35.5214,191.602702,174.916,190.250973,"rock",468,422,0.176,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.502876861162495,"1995MY","PGA1",4.854611,12.609097
"NGNH33",137.9637,36.4598,193.39447,179.936,191.937364,"rock",435,378,0.185037,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.284831304533785,"1995MY","PGA1",4.641273,8.862576
"GIFH29",136.4732,35.2953,194.58902,177.813,193.278669,"medium-soil",456,415,0.417043,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.0368845878426873,"1995MY","PGA1",6.093247,6.326652
"GIFH03",136.6134,35.6325,197.016122,180.49,195.694662,"hard-soil",421,344,0.211191,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.451895231401875,"1995MY","PGA1",5.616998,14.814202
"GIFH17",136.8732,35.9514,197.676629,182.156,196.328617,"rock",429,354,0.16,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.448115426444323,"1995MY","PGA1",4.551084,12.010799
"MIEH03",136.3692,34.547,198.233666,183.353,196.99942,"hard-soil",434,335,0.223571,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.110850053429786,"1995MY","PGA1",5.477049,3.958424
"GIFH04",137.1983,36.2448,201.642617,186.275,200.289905,"hard-soil",379,296,0.228571,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.128852463746949,"1995MY","PGA1",5.339154,6.353457
"GIFH07",136.4347,35.4179,202.106363,185.351,200.838977,"hard-soil",424,330,0.217511,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.1401009691322,"1995MY","PGA1",5.382235,6.440279
"SIGH01",136.3599,35.2383,202.834363,186.132,201.585719,"rock",562,444,0.16,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.238893428372465,"1995MY","PGA1",4.395536,6.759712
"NGNH27",138.0479,36.577,204.258225,191.194,202.868635,"hard-soil",381,318,0.251286,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.305399229159898,"1995MY","PGA1",5.117636,9.438753
"NGNH34",137.8201,36.5327,204.690354,190.797,203.315532,"rock",488,428,0.155882,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.356063194616129,"1995MY","PGA1",4.222248,9.216227
"GIFH10",137.3716,36.3779,205.390957,190.311,204.048105,"hard-soil",385,308,0.259039,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.123383400665436,"1995MY","PGA1",5.156455,6.793828
"SIGH04",136.261,34.9638,206.761628,190.504,205.557484,"hard-soil",482,451,0.291429,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.013702689134827,"1995MY","PGA1",5.147936,4.61123
"NGNH28",138.0964,36.7075,217.598826,204.783,216.28568,"rock",586,499,0.102381,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.539031554261889,"1995MY","PGA1",3.755619,12.97676
"IBRH17",140.314,36.0864,220.372281,216.872,219.026608,"soft-soil",300,272,2.746074,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.0122898620613212,"1995MY","PGA1",4.981542,4.803222
"GIFH13",136.8979,36.2743,221.110481,205.593,219.886937,"rock",592,541,0.054545,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.216274544588559,"1995MY","PGA1",3.73079,5.127713
"NARH06",136.0512,34.6413,225.875158,210.596,224.79902,"hard-soil",371,281,0.260223,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.257806896167266,"1995MY","PGA1",4.35667,6.545627
"SIGH03",136.0316,34.853,226.936694,211.034,225.854553,"hard-soil",392,347,0.366038,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.328617498769242,"1995MY","PGA1",4.341318,9.068462
"TYMH07",137.0392,36.4406,227.458595,212.045,226.255182,"hard-soil",425,353,0.255105,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.0522507576324065,"1995MY","PGA1",4.30616,4.683496
"MIEH05",136.1689,34.0637,229.707416,217.019,228.676794,"rock",590,488,0.066667,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.197147275722866,"1995MY","PGA1",3.402968,5.146743
"TYMH06",137.1595,36.5711,233.412123,218.184,232.228388,"soft-soil",570,570,0.631579,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.177241869487249,"1995MY","PGA1",4.930093,6.660099
"TCGH15",139.8637,36.5595,233.618493,230.16,232.341058,"hard-soil",423,337,0.251034,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.111865662762182,"1995MY","PGA1",3.735965,4.510556
"NIGH17",138.0966,36.8569,233.86623,221.112,232.636982,"medium-soil",383,314,0.47238,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.293142164015291,"1995MY","PGA1",4.244724,8.050812
"NARH03",136.0022,34.2925,236.645221,222.714,235.638558,"rock",492,360,0.165517,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.00502412101538541,"1995MY","PGA1",3.253923,2.771807
"NGNH29",138.4408,36.9102,236.979521,225.57,235.751836,"rock",464,392,0.15,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.108827361032459,"1995MY","PGA1",3.182445,2.260405
"GNMH13",139.0627,36.862,237.153441,228.671,235.907591,"medium-soil",323,266,0.528571,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.0269930152911949,"1995MY","PGA1",4.002816,3.407862
"NIGH18",138.2594,36.9425,241.454357,229.321,240.254029,"hard-soil",311,260,0.334118,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.387979394003446,"1995MY","PGA1",3.760079,8.572456
"TCGH07",139.4534,36.8817,249.199737,242.583,248.000457,"hard-soil",419,343,0.252727,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.45682353967261,"1995MY","PGA1",3.401599,1.066353
"NARH04",135.8369,34.3061,251.020179,236.942,250.076101,"rock",583,472,0.189675,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.323556764099673,"1995MY","PGA1",2.917591,1.35848
"TCGH12",139.9842,36.6959,252.094679,248.617,250.900715,"medium-soil",343,305,0.523077,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.0419892234594322,"1995MY","PGA1",3.446067,3.037533
"NIGH14",138.8521,37.0303,252.224847,242.518,251.052459,"hard-soil",437,367,0.217857,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.272319036611709,"1995MY","PGA1",3.403244,1.611437
"NIGH13",138.3966,37.0544,253.020822,241.409,251.865714,"hard-soil",461,520,0.33572,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.0136231115121885,"1995MY","PGA1",3.431473,2.895375
"KYTH08",135.7304,35.0094,255.216795,239.107,254.256902,"soft-soil",422,383,1.001258,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.0796594931192114,"1995MY","PGA1",4.197171,3.231259
"FKIH04",135.8694,35.5587,255.40422,238.826,254.413472,"medium-soil",300,300,0.453333,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.495933238025985,"1995MY","PGA1",3.705714,9.503163
"ISKH07",136.6357,36.515,256.533995,240.974,255.476639,"medium-soil",440,440,0.454545,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.037075777420376,"1995MY","PGA1",3.646618,3.533578
"IBRH15",140.3013,36.5566,256.546043,253.374,255.369142,"rock",450,343,0.164912,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.124302589865369,"1995MY","PGA1",2.583702,1.866689
"OSKH04",135.7052,34.763,256.68453,241.107,255.743071,"rock",511,401,0.142857,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.151957500475286,"1995MY","PGA1",2.827868,1.556557
"NARH02",135.8574,33.9692,260.187756,247.55,259.292747,"hard-soil",450,328,0.212389,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.360377728047721,"1995MY","PGA1",3.278899,1.346396
"IBRH18",140.6198,36.3631,261.09528,257.552,259.937696,"rock",558,487,0.138889,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.0518768795818377,"1995MY","PGA1",2.50682,1.975466
"TCGH09",139.8364,36.8625,261.31786,256.545,260.16316,"rock",468,378,0.133333,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.0213637382093211,"1995MY","PGA1",2.525077,2.141491
"FKIH07",135.7266,35.4573,264.394447,247.863,263.446708,"hard-soil",384,310,0.293939,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.229429765471407,"1995MY","PGA1",3.271362,5.467179
"TCGH13",140.1781,36.7342,265.298157,262.249,264.155996,"rock",573,456,0.106667,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.247509770637247,"1995MY","PGA1",2.423877,3.599828
"NIGH11",138.744,37.1728,266.867013,256.577,265.755963,"soft-soil",375,363,0.789231,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.375714443839385,"1995MY","PGA1",3.691258,1.546886
"TCGH10",140.0225,36.8578,269.06715,265.127,267.940292,"hard-soil",371,306,0.277333,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.0216406177189718,"1995MY","PGA1",2.888193,2.489172
"TYMH01",136.9276,36.8866,273.915523,258.651,272.899944,"hard-soil",382,301,0.226667,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.0832475909767778,"1995MY","PGA1",3.024763,1.982492
"NIGH12",138.9821,37.2239,275.077149,265.708,273.990009,"rock",552,493,0.129333,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.40464620765484,"1995MY","PGA1",2.365042,0.884224
"IBRH12",140.3181,36.8369,281.804507,278.759,280.720912,"hard-soil",485,400,0.2,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.25296896450797,"1995MY","PGA1",2.625555,1.429151
"WKYH08",135.4483,34.3228,285.477123,271.207,284.657712,"hard-soil",343,294,0.324561,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.100566990004268,"1995MY","PGA1",2.767095,1.856776
"OSKH02",135.3896,34.6628,285.947595,270.694,285.11616,"soft-soil",500,500,4.8,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.106146560671602,"1995MY","PGA1",3.338759,3.857681
"FKIH06",135.4841,35.4907,286.521996,270.077,285.65301,"rock",395,338,0.17,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.323550812596816,"1995MY","PGA1",2.293319,3.999871
"IBRH13",140.575,36.7955,292.46636,289.215,291.416761,"hard-soil",335,287,0.317815,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.163527188877079,"1995MY","PGA1",2.444402,1.623018
"FKSH21",139.3147,37.3421,294.018116,285.829,292.987033,"hard-soil",364,317,0.287059,0.276,1,20091105075.74,6.2,"intra-plate",23.3,-0.338421665100598,"1995MY","PGA1",2.501284,1.040597
"ISKH06",136.8206,37.0533,294.595399,279.339,293.647175,"soft-soil",500,461,1.416667,0.276,1,20091105075.74,6.2,"intra-plate",23.3,0.245417548891602,"1995MY","PGA1",3.144005,4.863754
